Pre.,Clac.,Error,SMILES
2.790468898,2.73800977,0.018799395,CC(C)(c1ccc(C(=O)Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(C(=O)Oc2ccc3c(c2)C(=O)N(c2ccc(C(=O)NCc4ccc(-c5ccc(-c6ccc(CNC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc2)C3=O)cc1
2.806514349,2.7843627,0.00789294,C[Si](C)(c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(OC(=O)c4ccc(S(=O)(=O)c5ccc(C(=O)Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
3.179965275,3.210219887,0.009514133,O=C(CC(=O)c1ccc(CN2C(=O)c3ccc(OC(=O)c4ccc(C#CC#Cc5ccc(C(=O)Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1)c1ccc(C*)cc1
3.127374273,3.229903906,0.032784574,O=C(NCc1ccc(C(O)CC(O)c2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(NC(=O)c6ccc(-c7ccc(-c8ccc(C(=O)Nc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)[nH]7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
2.883400646,2.699223997,0.063874803,CN(Cc1ccc2c(c1)C(=O)N(*)C2=O)Cc1ccc2c(c1)C(=O)N(c1ccc(C(=O)OCc3ccc(P(C)(=O)c4ccc(COC(=O)c5ccc(*)cc5)cc4)cc3)cc1)C2=O
3.572591078,3.672582725,0.027988551,O=C(Oc1ccc(*)cc1)c1ccc(C#CC#Cc2ccc(C(=O)Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(C(O)C(O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.972243405,2.950350511,0.007365781,O=C(Oc1ccc(*)cc1)c1ccc(Cc2ccc(C(=O)Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(S(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.705625633,2.718753865,0.004852198,CP(c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)OCc4ccc(SSc5ccc(COC(=O)c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
2.972202035,3.311346791,0.114105553,O=C(NCc1ccc(C#CC#Cc2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(C(O)CC(O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
3.085164071,2.964146895,0.039225523,C[Si](C)(c1ccc(C(=O)Nc2ccc(*)cc2)cc1)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(COCc6ccc(C(=O)Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
2.942498608,2.975278526,0.011140164,C[Si](C)(c1ccc(C(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)OCc4ccc(-c5ccc(-c6ccc(COC(=O)c7ccc(*)cc7)cc6)[nH]5)cc4)cc2)C3=O)cc1
3.303372578,3.479533022,0.053327453,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(/C=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(/C=C/C(O)/C=C/c6ccc(-c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
2.934105958,2.903701541,0.010362413,CN(Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1)Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(CC(=O)c4ccc(C(=O)CC(=O)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
3.077455261,3.138626201,0.019877118,O=C(CC(=O)c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(C(=O)C(O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1)c1ccc(C(=O)Oc2ccc(*)cc2)cc1
2.814610299,2.863577201,0.0173974,O=C(OCc1ccc(SSc2ccc(COC(=O)c3ccc(N4C(=O)c5ccc(OC(=O)c6ccc(CCC(O)CCc7ccc(C(=O)Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
2.720549107,2.608931873,0.041027465,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(OCCOCc2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(Cc3ccc(Cc5ccc(C*)cc5)cc3)C4=O)cc2)cc1
3.539092153,3.522425832,0.004709208,O=C(/C=C/c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(*)C3=O)cc1)/C=C/c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(NC(=O)c4ccc(C(=O)C(O)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
3.03194395,3.169010654,0.045207532,C[Si](C)(c1ccc(C(=O)Nc2ccc(*)cc2)cc1)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C(=O)OCc5ccc(-c6ccc(-c7ccc(COC(=O)c8ccc9c(c8)C(=O)N(*)C9=O)cc7)s6)cc5)cc4C3=O)cc2)cc1
2.708836227,2.633911363,0.027659429,O=C(CC(=O)c1ccc2c(c1)C(=O)N(Cc1ccc(-c3ccc(C*)cc3)cc1)C2=O)c1ccc2c(c1)C(=O)N(*)C2=O
2.94794979,3.046059835,0.033280772,O=C(CC(=O)c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(C(=O)OCc5ccc(Oc6ccc(COC(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1)c1ccc(C(=O)Oc2ccc(*)cc2)cc1
3.035419849,2.874742074,0.052934283,O=C(C(=O)c1ccc(COc2ccc(N3C(=O)c4ccc(C(O)C(O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1)c1ccc(COc2ccc(*)cc2)cc1
3.126708355,3.315596316,0.060411122,O=C(OCc1ccc(C(=O)c2ccc(COC(=O)c3ccc(N4C(=O)c5ccc(-c6ccc(/C=C/c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
3.187261617,3.369506009,0.057178988,O=C(CC(=O)c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(/C=C/c5ccc(-c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1)c1ccc(COC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1
4.029890859,4.041003282,0.0027575,O=C(Nc1ccc(*)cc1)c1ccc(C#CC#Cc2ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(-c6ccc(/C=C/c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.78738077,2.779353065,0.002880018,O=C1c2ccc(OCc3ccc(-c4ccc(-c5ccc(COc6ccc7c(c6)C(=O)N(c6ccc(OCc8ccc(S(=O)c9ccc(COc%10ccc(*)cc%10)cc9)cc8)cc6)C7=O)cc5)cc4)cc3)cc2C(=O)N1*
3.094456807,2.935870014,0.051248669,O=C(Nc1ccc(*)cc1)c1ccc(COCCOCc2ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(OC(=O)c6ccc(/C=C/C(O)/C=C/c7ccc(C(=O)Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.99458629,3.055527636,0.020350506,O=C(c1ccc(*)cc1)c1ccc(CCC(O)CCc2ccc(C(=O)c3ccc(N4C(=O)c5ccc(-c6ccc(/C=C/C(O)/C=C/c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.921314598,3.025496751,0.035662764,O=C(NCc1ccc(C(O)CC(O)c2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(OC(=O)c6ccc(C(O)C(O)c7ccc(C(=O)Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
3.370428464,3.496592566,0.03743266,O=C(Oc1ccc(*)cc1)c1ccc(C#CC#Cc2ccc(C(=O)Oc3ccc(N4C(=O)c5ccc(-c6ccc(Cc7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.93143113,2.893309143,0.013004565,O=C(NCc1ccc(CNC(=O)c2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(C(=O)Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1)c1ccc(*)cc1
2.613871937,2.843627246,0.087898457,O=C(OCc1ccc(C(O)CC(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)N(Cc3ccc(S(=O)c5ccc(C*)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
2.910843367,3.021748036,0.038100528,CP(=O)(c1ccc2c(c1)C(=O)N(*)C2=O)c1ccc2c(c1)C(=O)N(c1ccc(OC(=O)c3ccc(S(=O)(=O)c4ccc(C(=O)Oc5ccc(*)cc5)cc4)cc3)cc1)C2=O
3.080862356,2.97245267,0.035188098,O=C(CC(=O)c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(C(=O)NCc4ccc(-c5ccc(CNC(=O)c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1)c1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(*)C3=O)cc1
2.815036522,2.640613619,0.061961151,CP(c1ccc(C*)cc1)c1ccc(CN2C(=O)c3ccc(C(=O)c4ccc(Cc5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1
2.831385156,2.744099029,0.030828066,C[Si](C)(c1ccc(C(=O)Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(C(=O)Oc2ccc3c(c2)C(=O)N(c2ccc(C(=O)OCc4ccc(C(O)c5ccc(COC(=O)c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
2.865317805,2.86113656,0.00145926,CN(Cc1ccc(C(=O)c2ccc(*)cc2)cc1)Cc1ccc(C(=O)c2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(CCC(O)CCc6ccc(C(=O)Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.278123173,3.36173535,0.025506112,CN(Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(*)C3=O)cc1)Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(NC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)Nc7ccc(*)cc7)cc6)[nH]5)cc4)cc2)C3=O)cc1
2.813996783,2.895091155,0.028818218,O=C1c2ccc(OCc3ccc(/C=C/c4ccc(COc5ccc6c(c5)C(=O)N(c5ccc(OCc7ccc(Cc8ccc(COc9ccc(*)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2C(=O)N1*
2.750972421,2.842704047,0.033345164,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(C(=O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(c3ccc(OCc5ccc(CCC(O)CCc6ccc(COc7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
3.010181263,3.248625073,0.079212443,O=C(Nc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)C(=O)N(c4ccc(C(=O)OCc6ccc(COCc7ccc(COC(=O)c8ccc(*)cc8)cc7)cc6)cc4)C5=O)cc3)s2)cc1
3.232239897,2.895216786,0.104269213,O=C(Nc1ccc(*)cc1)c1ccc(Cc2ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5C4=O)cc3)cc2)cc1
3.029887387,2.920733744,0.036025644,O=C1/C(=C/c2ccc(CNC(=O)c3ccc(*)cc3)cc2)CC/C1=C\c1ccc(CNC(=O)c2ccc(N3C(=O)c4ccc(OCc5ccc(C(O)c6ccc(COc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.187686354,3.080489186,0.033628518,CC(C)(c1ccc(COc2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(COc2ccc3c(c2)C(=O)N(c2ccc(NC(=O)c4ccc(/C=C5\CCC/C(=C\c6ccc(C(=O)Nc7ccc(*)cc7)cc6)C5=O)cc4)cc2)C3=O)cc1
3.055575678,3.034654802,0.006846787,C[Si](C)(c1ccc(COc2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(COc2ccc3c(c2)C(=O)N(c2ccc(NC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)Nc7ccc(*)cc7)cc6)cc5)cc4)cc2)C3=O)cc1
3.730268078,3.290933411,0.117775628,O=C(CC(=O)c1ccc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)c4ccc(/C=N/N=C/c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1
3.314847908,3.382776596,0.020492249,O=C(Oc1ccc(N2C(=O)c3ccc(-c4ccc(C(=O)C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1)c1ccc(C(=O)C(O)c2ccc(C(=O)Oc3ccc(*)cc3)cc2)cc1
3.100368802,3.112558721,0.003931764,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(SSc2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(CSCc6ccc(C(=O)c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
3.266807137,3.479146196,0.064998958,O=C(c1ccc(Cc2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(SSc6ccc(-c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
3.154672735,2.926903531,0.072200581,O=C(Oc1ccc(*)cc1)c1ccc(Cc2ccc(C(=O)Oc3ccc(N4C(=O)c5ccc(/C=C/C(O)/C=C/c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1
3.392738792,3.144942423,0.073037267,O=C1/C(=C/c2ccc(C(=O)Nc3ccc(*)cc3)cc2)CCC/C1=C\c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(NC(=O)c5ccc(C(O)CC(O)c6ccc(C(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
2.942965528,2.834822622,0.036746236,O=C(c1ccc(-c2ccc3c(c2)C(=O)N(Cc2ccc(CSCc4ccc(C*)cc4)cc2)C3=O)cc1)C(O)c1ccc(-c2ccc3c(c2)C(=O)N(*)C3=O)cc1
2.841334665,2.800462683,0.014384783,C[Si](C)(c1ccc(COC(=O)c2ccc(*)cc2)cc1)c1ccc(COC(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc(SSc6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.296153759,3.594794279,0.090602727,O=C(Nc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)C(=O)N(c4ccc(OCc6ccc(-c7ccc(-c8ccc(COc9ccc(*)cc9)cc8)s7)cc6)cc4)C5=O)cc3)s2)cc1
2.881086904,3.180645331,0.103974103,O=C1c2ccc(S(=O)c3ccc4c(c3)C(=O)N(Cc3ccc(C#CC#Cc5ccc(C*)cc5)cc3)C4=O)cc2C(=O)N1*
2.947257672,3.214371861,0.090631434,O=C(NCc1ccc(CCC(O)CCc2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(NC(=O)c6ccc(C(=O)c7ccc(C(=O)Nc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
3.208877033,3.501630362,0.09123233,O=C(/C=C/c1ccc(CNC(=O)c2ccc(*)cc2)cc1)/C=C/c1ccc(CNC(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc(/C=C/C(=O)/C=C/c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
2.711986442,2.65148024,0.022310658,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(CSCc2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(Cc3ccc(Cc5ccc(C*)cc5)cc3)C4=O)cc2)cc1
2.512625389,2.539118281,0.010543908,O=C(OCc1ccc(C(=O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)N(Cc3ccc(COCCOCc5ccc(C*)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
3.204035115,3.066860799,0.042812988,O=C(Nc1ccc(*)cc1)c1ccc(-c2ccc(-c3ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(NC(=O)c7ccc(COCCOCc8ccc(C(=O)Nc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)s2)cc1
3.071178297,3.0752583,0.001328481,CN(Cc1ccc(-c2ccc(*)cc2)cc1)Cc1ccc(-c2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(C(O)C(O)c6ccc(C(=O)Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.066236734,2.968413141,0.031903471,O=C(OCc1ccc(-c2ccc(-c3ccc(COC(=O)c4ccc(N5C(=O)c6ccc(C(=O)c7ccc(-c8ccc(-c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)cc8)cc7)cc6C5=O)cc4)cc3)s2)cc1)c1ccc(*)cc1
3.167015994,3.330124911,0.051502398,O=C1/C(=C/c2ccc(CNC(=O)c3ccc(*)cc3)cc2)CC/C1=C\c1ccc(CNC(=O)c2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(Oc6ccc(C(=O)Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.113805431,3.097323325,0.005293236,O=C1/C(=C/c2ccc(COc3ccc4c(c3)C(=O)N(*)C4=O)cc2)CC/C1=C\c1ccc(COc2ccc3c(c2)C(=O)N(c2ccc(C(=O)OCc4ccc(C#CC#Cc5ccc(COC(=O)c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
2.553078998,2.526507274,0.010407717,O=C(c1ccc2c(c1)C(=O)N(*)C2=O)c1ccc2c(c1)C(=O)N(Cc1ccc(COCc3ccc(C*)cc3)cc1)C2=O
2.990138378,2.896423804,0.031341216,CP(=O)(c1ccc(C*)cc1)c1ccc(CN2C(=O)c3ccc(OCc4ccc(/C=C/C(=O)/C=C/c5ccc(COc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1
2.477604342,2.468982052,0.003480092,CN(Cc1ccc(COc2ccc3c(c2)C(=O)N(*)C3=O)cc1)Cc1ccc(COc2ccc3c(c2)C(=O)N(Cc2ccc(CSCc4ccc(C*)cc4)cc2)C3=O)cc1
3.298953676,3.074447201,0.068053843,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(Sc2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(C(=O)C(O)c6ccc(C(=O)c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
2.918481689,3.010702789,0.031598999,O=C(CNc1ccc(C(=O)C(=O)c2ccc(CNC(=O)c3ccc(*)cc3)cc2)cc1)c1ccc(N2C(=O)c3ccc(-c4ccc(COCOCc5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1
2.744943069,2.684946721,0.021857046,O=C(NCc1ccc(Sc2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(OCc6ccc(CCC(O)CCc7ccc(COc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
3.594738429,3.509404535,0.023738555,O=C1/C(=C/c2ccc(C(=O)Nc3ccc(*)cc3)cc2)CC/C1=C\c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(NC(=O)c5ccc(COCc6ccc(C(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.145424679,3.217909604,0.023044559,O=C1/C(=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)CCC/C1=C\c1ccc(C(=O)Oc2ccc3c(c2)C(=O)N(c2ccc(C(=O)OCc4ccc(-c5ccc(-c6ccc(COC(=O)c7ccc(*)cc7)cc6)s5)cc4)cc2)C3=O)cc1
3.606349935,3.536047098,0.019494181,O=C(Nc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(C#CC#Cc2ccc(C(=O)Nc3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(S(=O)(=O)c6ccc(-c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
3.745929732,3.800668743,0.01461293,O=C(Nc1ccc(*)cc1)c1ccc(C#CC#Cc2ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(NC(=O)c6ccc(S(=O)c7ccc(C(=O)Nc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
3.090699645,3.339168614,0.080392467,CP(c1ccc(C(=O)Nc2ccc(*)cc2)cc1)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(NC(=O)c5ccc(COCOCc6ccc(C(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
2.879218309,2.783624589,0.033201275,O=C(OCc1ccc(C(=O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)N(c3ccc(OC(=O)c5ccc(CCC(O)CCc6ccc(C(=O)Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
2.68799736,2.684564621,0.001277062,O=C(c1ccc(-c2ccc(C(=O)c3ccc4c(c3)C(=O)N(Cc3ccc(COCCOCc5ccc(C*)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
3.066097692,3.025430439,0.013263521,CN(Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(*)C3=O)cc1)Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(c2ccc(OC(=O)c4ccc(P(C)c5ccc(C(=O)Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
3.019041254,3.038483837,0.006439986,O=C1c2ccc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(=O)N(Cc5ccc(C(O)c7ccc(C*)cc7)cc5)C6=O)cc4)cc3)cc2C(=O)N1*
3.714840738,3.8943307,0.048317001,O=C1c2ccc(Sc3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(/C=C/c6ccc(-c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2C(=O)N1*
2.839637142,3.072639602,0.082053604,CN(Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1)Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)NCc4ccc(-c5ccc(-c6ccc(CNC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc2)C3=O)cc1
2.970240304,2.936334331,0.011415229,O=C(c1ccc(*)cc1)c1ccc(COCCOCc2ccc(C(=O)c3ccc(N4C(=O)c5ccc(-c6ccc(/C=C/C(O)/C=C/c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1
2.855887675,2.867504121,0.004067543,O=C(NCc1ccc(C(O)CC(O)c2ccc(CNC(=O)c3ccc(N4C(=O)c5ccc(NC(=O)c6ccc(COCCOCc7ccc(C(=O)Nc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1)c1ccc(*)cc1
2.664190449,2.526748695,0.051588562,CN(Cc1ccc(C*)cc1)Cc1ccc(CN2C(=O)c3ccc(C(=O)c4ccc(CN(C)Cc5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)cc1
3.232365044,3.236516885,0.001284459,CP(c1ccc(C(=O)Nc2ccc(*)cc2)cc1)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(OC(=O)c5ccc(Cc6ccc(C(=O)Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
2.882806956,3.095187945,0.073671596,O=C(OCc1ccc(C(O)C(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(Cc6ccc(C(=O)c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1)c1ccc2c(c1)C(=O)N(*)C2=O
3.098132736,3.171562464,0.023701285,O=C(/C=C/c1ccc(COC(=O)c2ccc(*)cc2)cc1)/C=C/c1ccc(COC(=O)c2ccc(N3C(=O)c4ccc(-c5ccc(C(O)C(O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.271638468,2.992523197,0.085313605,O=C(Nc1ccc(*)cc1)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C(=O)c5ccc(Cc6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.105105079,2.949078508,0.050248403,O=C(Oc1ccc2c(c1)C(=O)N(*)C2=O)c1ccc(/C=C/C(O)/C=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(Cc6ccc(C(=O)c7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2)cc1
2.98813755,3.120133582,0.044173345,CC(C)(c1ccc(-c2ccc3c(c2)C(=O)N(*)C3=O)cc1)c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(OC(=O)c4ccc(C(=O)C(=O)c5ccc(C(=O)Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
3.115363838,3.095482133,0.006381824,CP(c1ccc(C(=O)c2ccc(*)cc2)cc1)c1ccc(C(=O)c2ccc(N3C(=O)c4ccc(-c5ccc(C(O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1
3.603128441,3.604918015,0.000496672,O=C1/C(=C/c2ccc(-c3ccc4c(c3)C(=O)N(*)C4=O)cc2)CC/C1=C\c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(Cc5ccc(-c6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc1
